id,title,author/0,author/1,author/2,institution/0,citedby/0,year,author/3,institution/1,cites/0,cites/1,cites/2,cites/3,cites/4,cites/5,citedby/1,author/4,citedby/2,citedby/3,citedby/4,citedby/5,citedby/6,citedby/7,citedby/8,citedby/9,citedby/10,citedby/11,citedby/12,citedby/13,citedby/14,citedby/15,citedby/16,institution/2,citedby/17,citedby/18,citedby/19,citedby/20,citedby/21,citedby/22,citedby/23,citedby/24,citedby/25,citedby/26,citedby/27,citedby/28,citedby/29,citedby/30,citedby/31,citedby/32,citedby/33,citedby/34,citedby/35,citedby/36,citedby/37,citedby/38,citedby/39,citedby/40,citedby/41,citedby/42,citedby/43,citedby/44,citedby/45,citedby/46,citedby/47,citedby/48,citedby/49,citedby/50,citedby/51,citedby/52,citedby/53,citedby/54,citedby/55,citedby/56,citedby/57,citedby/58,citedby/59,citedby/60,citedby/61,author/5,author/6,institution/3,cites/6,cites/7,cites/8,citedby/62,citedby/63,citedby/64,citedby/65,citedby/66,citedby/67,citedby/68,citedby/69,citedby/70,citedby/71,citedby/72,citedby/73,citedby/74,citedby/75,citedby/76,citedby/77,citedby/78,citedby/79,citedby/80,citedby/81,citedby/82,citedby/83,citedby/84,citedby/85,citedby/86,citedby/87,citedby/88,institution/4,institution/5,institution/6,author/7,cites/9,author/8,author/9,author/10,author/11,author/12,author/13,cites/10,cites/11,institution/7,institution/8,cites/12,cites/13,cites/14,cites/15,cites/16,cites/17,cites/18,cites/19,cites/20,cites/21,cites/22,cites/23
10.1007/978-3-642-25878-7_40,Upward Planarity Testing of Embedded Mixed Graphs,Carla Binucci,Walter Didimo,,Università degli Studi di Perugia,10.1007/978-3-642-36763-2_22,2011,,,10.1007/3-540-58950-3_384,10.1007/978-3-540-77537-9_20,10.1007/11618058_12,,,,10.1007/978-3-319-03841-4_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021790,Drawing nice projections of objects in space,Francisco Gomez,Prosenjit Bose,Godfried Toussaint,Universidad Politecnica de Madrid,10.1007/3-540-37623-2_16,1995,Pedro Ramos,University of British Columbia,10.1007/3-540-58950-3_384,,,,,,10.1007/3-540-63938-1_53,,,,,,,,,,,,,,,,,McGill University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-11805-0_11,Upward Planarization Layout,Petra Mutzel,Hoi Ming Wong,Markus Chimani,TU Dortmund,10.1007/978-3-642-36763-2_21,2009,Carsten Gutwenger,,10.1007/3-540-44541-2_22,10.1007/3-540-45848-4_2,10.1007/3-540-45848-4_3,10.1007/978-3-540-24595-7_2,10.1007/3-540-36151-0_10,10.1007/3-540-62495-3_39,10.1007/978-3-642-11805-0_48,,10.1007/978-3-642-18469-7_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-11805-0_10,Characterization of Unlabeled Radial Level Planar Graphs,J. Joseph Fowler,,,University of Arizona,10.1007/978-3-642-11805-0_10,2009,,,10.1007/978-3-540-70904-6_35,10.1007/3-540-46648-7_7,10.1007/978-3-540-70904-6_11,10.1007/3-540-46648-7_26,10.1007/3-540-62495-3_42,10.1007/978-3-540-24595-7_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-37623-2_47,Adding Constraints to an Algorithm for Orthogonal Graph Drawing,Michael Kaufmann,Roland Wiese,,Universität Tübingen,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-37623-2_48,On Computing and Drawing Maxmin-Height Covering Triangulation,Binhai Zhu,Xiaotie Deng,,City University of Hong Kong,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-37623-2_45,The Size of the Open Sphere of Influence Graph in L ∞ Metric Spaces,Michael Soss,,,McGill University,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-37623-2_46,Maximum Weight Triangulation and Graph Drawing,Cao An Wang,Bo Ting Yang,Francis Y. Chin,Memorial University of Newfoundland,10.1007/3-540-44541-2_32,1998,,University of Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021799,On a visibility representation of graphs,A. Márquez,F. Mateos,J. C. Dana,Universidad de Sevilla,10.1007/3-540-37623-2_25,1995,F. J. Cobos,Universidad Politécnica de Cataluña,10.1007/BFb0021807,10.1007/BFb0021785,,,,,10.1007/3-540-63938-1_52,F. Hurtado,10.1007/3-540-62495-3_55,10.1007/978-3-540-70904-6_32,10.1007/978-3-319-27261-0_31,10.1007/3-540-37623-2_7,10.1007/3-540-46648-7_34,10.1007/978-3-642-11805-0_31,10.1007/BFb0021799,10.1007/3-540-63938-1_69,10.1007/978-3-540-24595-7_21,10.1007/BFb0021785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-37623-2_40,Multidimensional Outlines — Wordgraphs,Robert B. Garvey,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-25878-7_38,Upward Point Set Embeddability for Convex Point Sets Is in P,Michael Kaufmann,Tamara Mchedlidze,Antonios Symvonis,National Technical University of Athens,10.1007/978-3-642-25878-7_38,2011,,Universität Tübingen,10.1007/BFb0021791,10.1007/978-3-540-70904-6_31,10.1007/978-3-642-00219-9_23,10.1007/3-540-46648-7_17,10.1007/3-540-63938-1_47,10.1007/978-3-642-11805-0_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/978-3-642-18469-7_3,10.1007/3-540-37623-2_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-25878-7_39,Classification of Planar Upward Embedding,Franz Josef Brandenburg,Christopher Auer,Andreas Gleißner,University of Passau,10.1007/978-3-642-25878-7_39,2011,Christian Bachmaier,,10.1007/978-3-642-18469-7_7,10.1007/3-540-58950-3_384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-25878-7_36,Monotone Drawings of Graphs with Fixed Embedding,Vincenzo Roselli,Stephen Wismath,Stephen Kobourov,National Technical University of Athens,10.1007/978-3-642-36763-2_23,2011,Tamara Mchedlidze,Università di Roma Tre,10.1007/978-3-642-00219-9_4,10.1007/978-3-642-18469-7_2,,,,,10.1007/978-3-662-45803-7_41,Walter Didimo,10.1007/978-3-662-45803-7_40,10.1007/978-3-319-03841-4_5,,,,,,,,,,,,,,University of Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonios Symvonis,Patrizio Angelini,Università degli Studi di Perugia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Lethbridge,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021796,CABRI-Graph: A tool for research and teaching in graph theory,Yves Carbonneaux,Jean Marie Laborde,Rafaï Mourad Madani,IMAG-LSD2,10.1007/3-540-62495-3_51,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-37623-2_43,VGJ: Visualizing Graphs Through Java,Larry Barowski,Carolyn McCreary,,Tufts University,10.1007/3-540-46648-7_25,1998,,Auburn University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-25878-7_37,On the Page Number of Upward Planar Directed Acyclic Graphs,Radoslav Fulek,Fabrizio Frati,Andres J. Ruiz Vargas,Università di Roma Tre,10.1007/978-3-642-36763-2_8,2011,,École Polytechnique Fédérale de Lausanne,10.1007/3-540-62495-3_34,,,,,,,,,,,,,,,,,,,,,,,University of Sydney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021795,GD-Workbench: A system for prototyping and testing graph drawing algorithms,Luciano Buti,Emanuele Tassinari,Luca Vismara,Brown University,10.1007/3-540-62495-3_51,1995,Giuseppe Di Battista,Università di Roma “La Sapienza”,10.1007/978-3-642-25878-7_9,,,,,,10.1007/3-540-63938-1_79,Giuseppe Liotta,10.1007/3-540-62495-3_36,10.1007/3-540-62495-3_39,,,,,,,,,,,,,,Terza Università di Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francesco Vargiu,,Istituto di Analisi dei Sistemi ed Informatica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-37623-2_44,A Library of Algorithms for Graph Drawing,Petra Mutzel,Gunnar Klau,Michael Krüger,Universität Halle,10.1007/11618058_22,1998,Dirk Ambras,Max-Planck-Institut für Informatik,,,,,,,10.1007/3-540-44541-2_22,Sergej Fialko,10.1007/3-540-44541-2_24,10.1007/3-540-63938-1_72,10.1007/3-540-45848-4_3,10.1007/3-540-46648-7_22,10.1007/3-540-46648-7_42,10.1007/11618058_36,10.1007/3-540-45848-4_5,10.1007/978-3-540-31843-9_29,10.1007/3-540-44541-2_10,10.1007/3-540-36151-0_27,,,,,,Universität zu Köln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefan Näher,David Alberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ralf Brockenauer,,Sebastian Leipert,Thomas Ziegler,Christoph Buchheim,Michael Jünger,Gunter Koch,Carsten Gutwenger,,,,,,,,,,,,,,,,
10.1007/978-3-642-25878-7_34,Low Distortion Delaunay Embedding of Trees in Hyperbolic Plane,Rik Sarkar,,,Freie Universität Berlin,10.1007/978-3-642-25878-7_34,2011,,,10.1007/978-3-642-00219-9_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021798,Upward numbering testing for triconnected graphs,A. A. Diwan,M. Chandramouli,,Indian Institute of Technology,10.1007/3-540-62495-3_53,1995,,,10.1007/BFb0021813,10.1007/3-540-58950-3_384,,,,,10.1007/BFb0021813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-37623-2_41,VisA: A Tool for Visualizing and Animating Automata and Formal Languages,Muriel Quenzer,Markus Holzer,,Soluz GmbH,,1998,,Universität Tübingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-25878-7_35,Hardness of Approximate Compaction for Nonplanar Orthogonal Graph Drawings,David Eppstein,Michael J. Bannister,,University of California,,2011,,,10.1007/3-540-63938-1_84,10.1007/978-3-642-18469-7_28,10.1007/978-3-642-11805-0_23,10.1007/978-3-642-00219-9_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021797,Graph folding: Extending detail and context viewing into a tool for subgraph comparisons,David J. Cowperthwaite,M. Sheelagh,T. Carpendale,Simon Fraser University,,1995,Thomas Shermer,,10.1007/3-540-58950-3_382,,,,,,,F. David Fracchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-37623-2_42,Elastic Labels on the Perimeter of a Rectangle,Anna Lubiw,Claudia Iturriaga,,University of Waterloo,,1998,,,10.1007/3-540-63938-1_61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-11805-0_20,Removing Independently Even Crossings,Daniel Štefankovič,Marcus Schaefer,Michael J. Pelsmajer,University of Rochester,10.1007/978-3-662-45803-7_2,2009,,Illinois Institute of Technology,10.1007/978-3-540-77537-9_6,10.1007/978-3-540-77537-9_3,,,,,10.1007/978-3-642-25878-7_33,,10.1007/978-3-662-45803-7_19,10.1007/978-3-642-36763-2_15,,,,,,,,,,,,,,DePaul University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-11805-0_22,Orthogonal Connector Routing,Peter J. Stuckey,Michael Wybrow,Kim Marriott,Monash University,10.1007/978-3-662-45803-7_27,2009,,University of Melbourne,10.1007/3-540-63938-1_84,10.1007/978-3-540-70904-6_44,10.1007/11618058_40,10.1007/978-3-642-00219-9_33,10.1007/3-540-63938-1_68,10.1007/978-3-540-77537-9_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/11618058_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-11805-0_21,Manhattan-Geodesic Embedding of Planar Graphs,Bastian Katz,Ignaz Rutter,Alexander Wolff,Universität Karlsruhe,10.1007/978-3-319-27261-0_33,2009,Marcus Krug,Universität Würzburg,10.1007/3-540-46648-7_17,10.1007/3-540-37623-2_20,,,,,10.1007/978-3-642-25878-7_6,,10.1007/978-3-319-03841-4_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-11805-0_17,Succinct Greedy Drawings Do Not Always Exist,Fabrizio Frati,Giuseppe Di Battista,Patrizio Angelini,Università di Roma Tre,10.1007/978-3-662-45803-7_40,2009,,,10.1007/978-3-642-00219-9_3,10.1007/978-3-642-00219-9_4,10.1007/978-3-540-77537-9_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-11805-0_16,Leftist Canonical Ordering,Michael Baur,Sabine Cornelsen,Ulrik Brandes,University of Konstanz,,2009,Melanie Badent,Universität Karlsruhe,10.1007/978-3-540-70904-6_34,10.1007/3-540-62495-3_45,10.1007/3-540-37623-2_12,10.1007/3-540-37623-2_13,10.1007/978-3-540-31843-9_21,10.1007/978-3-540-31843-9_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/3-540-58950-3_362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-11805-0_19,Algebraic Methods for Counting Euclidean Embeddings of Rigid Graphs,Ioannis Z. Emiris,Elias P. Tsigaridas,Antonios E. Varvitsiotis,CWI,,2009,,National Technical University of Athens,,,,,,,,,,,,,,,,,,,,,,,,INRIA Méditerranée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-11805-0_18,Geometric Simultaneous Embeddings of a Graph and a Matching,Henk Meijer,Bettina Speckmann,Giuseppe Liotta,University of Ljubljana,10.1007/978-3-662-45803-7_5,2009,Marc van Kreveld,TU Eindhoven,10.1007/978-3-540-77537-9_19,10.1007/978-3-540-24595-7_9,10.1007/978-3-540-31843-9_21,10.1007/978-3-540-77537-9_27,10.1007/978-3-540-77537-9_28,10.1007/978-3-642-25878-7_9,10.1007/978-3-642-18469-7_4,Kevin Verbeek,10.1007/978-3-662-45803-7_22,,,,,,,,,,,,,,,Università degli Studi di Perugia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergio Cabello,,Roosevelt Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utrecht University,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-11805-0_13,WiGis: A Framework for Scalable Web-Based Interactive Graph Visualizations,Svetlin Bostandjiev,Tobias Höllerer,John O’Donovan,University of California,,2009,Brynjar Gretarsson,,10.1007/978-3-540-70904-6_42,10.1007/978-3-642-25878-7_9,10.1007/3-540-45848-4_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-11805-0_12,More Flexible Radial Layout,Christian Pich,Ulrik Brandes,,ETH Zürich,10.1007/978-3-642-36763-2_35,2009,,University of Konstanz,10.1007/978-3-540-31843-9_50,10.1007/3-540-62495-3_50,10.1007/978-3-642-00219-9_21,10.1007/3-540-46648-7_26,10.1007/978-3-642-00219-9_22,10.1007/978-3-642-00219-9_20,10.1007/978-3-319-03841-4_27,,10.1007/978-3-642-36763-2_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/978-3-540-31843-9_25,10.1007/978-3-540-24595-7_37,10.1007/978-3-642-00219-9_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-11805-0_15,Fast Edge-Routing for Large Graphs,Tim Dwyer,Lev Nachmanson,,Microsoft Research,10.1007/978-3-662-45803-7_38,2009,,,10.1007/3-540-62495-3_50,10.1007/11618058_40,10.1007/978-3-642-00219-9_22,10.1007/3-540-37623-2_28,10.1007/3-540-63938-1_68,10.1007/11618058_15,10.1007/978-3-642-25878-7_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/978-3-540-70904-6_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-11805-0_14,Port Constraints in Hierarchical Layout of Data Flow Diagrams,Miro Spönemann,Petra Mutzel,Hauke Fuhrmann,Christian-Albrechts-Universität zu Kiel,10.1007/978-3-662-45803-7_27,2009,Reinhard von Hanxleden,Technische Universität Dortmund,10.1007/BFb0021828,10.1007/978-3-540-24595-7_35,10.1007/3-540-45848-4_42,10.1007/3-540-45848-4_35,10.1007/3-540-58950-3_371,,10.1007/978-3-642-18469-7_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-25878-7_47,Graph Drawing Contest Report,Lev Nachmanson,Georg Sander,Carsten Gutwenger,Louisiana Tech University,,2011,Christian A. Duncan,IBM Research,10.1007/978-3-642-25878-7_30,10.1007/978-3-642-18469-7_18,,,,,,,,,,,,,,,,,,,,,,Microsoft Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Technische Universität Dortmund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-25878-7_45,Shortest-Paths Preserving Metro Maps,Kevin Buchin,Tal Milea,Okke Schrijvers,TU Eindhoven,,2011,Herman Haverkort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-25878-7_46,"Challenger, a New Way to Visualize Data",Remus Zelina,Siebren Houtman,Sebastian Bota,Meurs HRM,,2011,Bas Hattink,,,,,,,,,Jaap Jan van Assen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-37623-2_25,An Algorithm for Three-Dimensional Orthogonal Graph Drawing,David R. Wood,,,Monash University,10.1007/3-540-46648-7_5,1998,,,10.1007/3-540-63938-1_51,10.1007/3-540-63938-1_52,10.1007/3-540-62495-3_44,10.1007/BFb0021807,10.1007/3-540-63938-1_50,10.1007/3-540-63938-1_70,10.1007/3-540-44541-2_25,,10.1007/3-540-44541-2_26,10.1007/3-540-44541-2_27,10.1007/978-3-540-31843-9_3,10.1007/3-540-44541-2_29,10.1007/3-540-46648-7_32,10.1007/3-540-45848-4_24,10.1007/978-3-642-00219-9_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/3-540-62495-3_41,10.1007/BFb0021805,10.1007/BFb0021799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/3-540-63938-1_49,,,,,,,10.1007/3-540-58950-3_351,,,,,,,,,,,,,,,
10.1007/3-540-37623-2_26,Graph Multidrawing: Finding Nice Drawings Without Defining Nice,Kathy Ryall,Joe Marks,Sue Whitesides,University of Virginia,10.1007/3-540-37623-2_34,1998,Therese Biedl,McGill University,10.1007/3-540-37623-2_5,10.1007/3-540-63938-1_67,10.1007/3-540-63938-1_76,,,,10.1007/3-540-44541-2_3,,10.1007/978-3-642-36763-2_48,10.1007/3-540-36151-0_8,,,,,,,,,,,,,,Mitsubishi Electric Research Laboratories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-37623-2_23,Refinement of Orthogonal Graph Drawings,Janet M. Six,Ioannis G. Tollis,Konstantinos G. Kakoulis,The University of Texas at Dallas,10.1007/3-540-44541-2_29,1998,,,10.1007/3-540-63938-1_84,10.1007/3-540-62495-3_61,10.1007/3-540-63938-1_57,10.1007/3-540-62495-3_36,10.1007/3-540-63938-1_55,,10.1007/3-540-46648-7_31,,10.1007/3-540-46648-7_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-37623-2_24,A Combinatorial Framework for Map Labeling,Frank Wagner,Alexander Wolff,,Freie Universität Berlin,10.1007/3-540-44541-2_9,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-37623-2_29,A Fully Animated Interactive System for Clustering and Navigating Huge Graphs,Peter Eades,Mao Lin Huang,,The University of Newcastle,10.1007/978-3-540-31843-9_41,1998,,,10.1007/3-540-63938-1_77,,,,,,10.1007/3-540-46648-7_8,,10.1007/11618058_31,10.1007/3-540-44541-2_37,10.1007/978-3-540-24595-7_30,10.1007/3-540-45848-4_19,10.1007/3-540-45848-4_18,10.1007/978-3-540-24595-7_13,10.1007/3-540-45848-4_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-37623-2_27,Edge Labeling in the Graph Layout Toolkit,Ioannis G. Tollis,Brendan Madden,Uğur Doğrusöz,Tom Sawyer Software,10.1007/3-540-45848-4_12,1998,Konstantinos G. Kakoulis,Bilkent University,10.1007/3-540-63938-1_60,10.1007/3-540-62495-3_52,,,,,,,,,,,,,,,,,,,,,,University of Texas at Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
